Country,Code,Year,LifeExpectancy_LR,AirPollution,AlcoholConsumption,TempAnnualMean,Temp5YrSmooth,Adult Mortality_LR,infant deaths_LR,Alcohol_LR,percentage expenditure_LR,Hepatitis B_LR,Measles_LR,BMI_LR,under-five deaths_LR,Polio_LR,Total expenditure_LR,Diphtheria_LR,HIV/AIDS_LR,GDP_LR,Population_LR,thinness  1-19 years_LR,thinness 5-9 years_LR,Income composition of resources_LR,Schooling_LR,Mortality Rate under 5,TB_Cases_per_100k,Mean years of schooling,Share of Population Using Clean Cooking Fuels (%),Infant Mortality Rate – Total (per 100 births),Population Using Safe Water (%),Sterberate Alkohol,Sterberate Drogen,Primary energy consumption
Canada,CAN,2010,81.3363,7.79521960926122,10.21,-2.45,-3.73,7.0,2.0,8.4,8649.674911,56.0,99.0,64.1,2.0,88.0,11.2,89.0,0.1,47447.4762,345274.0,0.5,0.4,0.898,15.9,5.7,4.6,12.74,100.0,0.49620003,98.53806,3.1674844037829084,7.862169840270577,3752.4795
Central African Republic,CAF,2010,46.8707,33.2644237034772,2.45,25.98,25.67,446.0,17.0,1.67,43.48359197,45.0,2.0,2.2,24.0,46.0,3.9,45.0,6.6,446.4434494,4448525.0,9.0,8.9,0.352,6.6,149.2,540.0,8.76782962962963,0.6,9.05312,7.2524133,1.2801733050470443,1.516600204372775,1.211702
Chad,TCD,2010,50.1067,52.6348532986167,3.86,28.52,27.96,364.0,46.0,0.5,43.57328908,39.0,194.0,17.1,80.0,43.0,2.95,39.0,4.1,896.5697341,1188722.0,9.4,9.3,0.36,6.7,147.7,147.0,8.577655464699909,2.7,8.401255,5.8073645,0.7953055208405725,0.8134215509760865,1.5571327
Chile,CHL,2010,79.0954,22.0329948919966,7.79,9.1,9.35,89.0,2.0,7.93,177.4925143,92.0,0.0,6.6,2.0,92.0,6.97,92.0,0.1,1286.17764,16993354.0,0.8,0.9,0.815,15.2,8.7,16.0,10.35,100.0,0.7451503,96.380974,2.5473964385294297,2.827524959428061,363.94763
China,CHN,2010,75.6679,47.4765519945183,5.9,19.46412393162393,19.46826617826618,92.0,231.0,5.75,5.660754839,99.0,38159.0,28.1,268.0,99.0,4.89,99.0,0.1,456.512487,133775.0,4.2,3.6,0.691,12.5,15.8,76.0,8.25,58.1,1.2463058,64.71782099599137,1.5013359344588957,2.3282752246287326,29055.61
Colombia,COL,2010,74.8757,19.1642899222037,5.07,25.2,24.94,15.0,12.0,4.28,113.2436346,88.0,0.0,54.2,15.0,88.0,6.76,88.0,0.1,625.65544,4591897.0,2.2,2.0,0.695,12.8,18.3,32.0,9.35,85.9,1.573743,71.37048,0.1930303173924898,0.3937072726683213,424.601
Comoros,COM,2010,62.7473,11.3687010835918,0.2,23.98,23.78,246.0,2.0,0.15,47.30421873,74.0,0.0,21.6,2.0,82.0,5.82,74.0,0.1,769.1742883,689692.0,7.1,6.9,0.476,10.5,55.1,33.0,8.577655464699909,3.2,5.462203,64.71782099599137,1.0219765133231422,1.6052123418820636,0.70470726
Costa Rica,CRI,2010,79.354,17.6032020866019,4.0,24.89,24.83,16.0,1.0,3.58,2377.010299,89.0,0.0,55.5,1.0,93.0,9.66,88.0,0.1,8199.414621,454528.0,1.8,1.8,0.749,13.3,10.5,13.0,8.43,92.5,0.91713744,79.23004,1.100049369045875,1.3787999996542275,54.480923
Cote d'Ivoire,CIV,2010,55.282,41.595297944419,2.82,27.17,26.79,417.0,60.0,3.15,0.0,85.0,441.0,25.0,84.0,81.0,6.32,85.0,3.3,8307.809811306384,13456563.520530397,6.3,6.2,0.6598513368983958,12.4773440285205,102.2,196.0,8.577655464699909,18.6,7.2340918,24.625345,1.0284813205289705,1.0508118038596517,38.05664
Croatia,HRV,2010,76.6761,21.5520342977398,9.48,11.37,12.1,16.0,0.0,12.1,206.8868182,97.0,7.0,6.6,0.0,97.0,8.25,97.0,0.1,1355.74586,4417781.0,1.6,1.6,0.803,14.2,5.5,18.0,8.76782962962963,100.0,0.46693954,64.71782099599137,6.414425672309993,8.162702175460872,108.26423
Cuba,CUB,2010,77.8757,18.9083050915655,5.5,24.88,25.51,98.0,1.0,4.13,787.2808163,96.0,0.0,57.7,1.0,99.0,1.19,96.0,0.1,5676.14143,13456563.520530397,3.4,3.2,0.784,17.6,6.2,8.5,11.06,89.5,0.48765904,64.71782099599137,3.416114987631399,3.51017043323091,133.37254
Cyprus,CYP,2010,80.6325,18.5197054300908,9.12,20.39,19.23,59.0,0.0,11.32,283.3300258,96.0,18.0,57.8,0.0,99.0,7.23,99.0,0.1,3818.46396,111267.0,0.9,1.0,0.853,14.6,3.3,6.2,11.76,100.0,0.27740043,97.66455,0.7121176450196914,2.1373442436320285,34.056034
Denmark,DNK,2010,79.2473,13.0860050201498,10.39,7.19,8.73,84.0,0.0,10.28,954.4865933,83.86914997675701,5.0,57.0,0.0,9.0,11.8,9.0,0.1,5841.41122,5547683.0,1.1,0.9,0.906,16.8,4.1,6.9,11.97,100.0,0.34978813,96.79988,15.043693220320502,19.493861726329275,235.97665
Djibouti,DJI,2010,60.7431,41.241906936911,0.69,28.69,28.69,273.0,1.0,0.44,187.4960097,88.0,7.0,32.2,2.0,88.0,8.84,88.0,3.1,1325.99724,851146.0,5.6,5.6,0.441,5.5,75.9,567.0,8.577655464699909,6.3,6.2005124,64.71782099599137,1.350925703857121,2.1939099599440754,3.6236532
Dominican Republic,DOM,2010,72.0393,17.5360829581378,6.84,24.32,24.23,166.0,6.0,6.02,664.5585242,83.0,0.0,53.6,8.0,85.0,4.6,88.0,0.9,5451.6696,9897985.0,3.3,3.3,0.697,12.9,35.1,51.0,8.12,87.8,2.8884857,43.63474,0.9843795011531684,1.0719816848193349,87.79959
East Timor,TLS,2010,63.6599,17.660538991967,0.3,24.55,24.35,163.0,2.0,0.1,38.58376645,72.0,50.0,15.5,3.0,72.0,0.92,72.0,0.1,849.8626972,119591.0,11.5,11.5,0.599,12.4,71.1,498.0,8.577655464699909,4.65,5.875846,64.71782099599137,0.3606562843410262,0.4348831838236967,1.0268909
Ecuador,ECU,2010,75.1876,21.7286460306471,4.12,21.36,21.2,134.0,7.0,3.95,367.9285652,9.0,0.0,5.7,8.0,88.0,5.9,91.0,0.1,4657.32361,1493469.0,1.3,1.2,0.703,13.1,19.2,40.0,8.02,93.5,1.6170336,63.073124,2.381909966774579,2.923979798808586,155.19421
Egypt,EGY,2010,69.0782,76.4681376215846,0.2,24.57,23.45,173.0,54.0,0.22,0.0,97.0,16.0,57.0,64.0,97.0,4.8,97.0,0.1,8307.809811306384,13456563.520530397,3.0,2.9,0.665,12.2,28.6,18.0,7.44,99.2,2.3988843,64.71782099599137,0.0103278094630579,0.1099548035971698,895.11176
El Salvador,SLV,2010,70.9088,23.8295394601694,2.71,19.46412393162393,19.46826617826618,191.0,2.0,2.36,469.3904193,89.0,0.0,52.8,2.0,89.0,6.91,89.0,0.3,3474.392445,6164626.0,1.7,1.6,0.662,12.9,18.4,35.0,8.06,77.0,1.6422012,64.71782099599137,11.933000379424538,12.323046974609642,37.190758
Equatorial Guinea,GNQ,2010,58.3445,29.8073291869447,9.16,19.46412393162393,19.46826617826618,339.0,3.0,9.93,1192.696619,83.86914997675701,0.0,22.1,4.0,59.0,3.84,44.0,7.2,17136.44568,95114.0,9.0,9.0,0.589,9.2,111.1,217.0,8.577655464699909,23.1,7.904596,64.71782099599137,0.6868997877070584,0.9535741099070292,30.814402
Eritrea,ERI,2010,63.6653,40.6911921899525,1.45,27.38,26.93,298.0,6.0,0.61,17.35739784,9.0,51.0,16.0,9.0,9.0,3.24,9.0,0.9,482.14994,43984.0,8.9,8.8,0.404,5.1,55.0,149.0,8.577655464699909,8.1,3.9127488,64.71782099599137,1.3697234590420486,2.0264239057382203,2.0614183
Estonia,EST,2010,75.8816,9.13653020501115,14.23,4.95,6.21,137.0,0.0,14.97,1802.017593,94.0,0.0,57.6,0.0,94.0,6.25,94.0,0.1,14638.6482,1331475.0,1.9,2.0,0.833,16.2,4.6,25.0,8.76782962962963,100.0,0.3604801,95.13546,15.878897381442757,22.436520274080863,73.14661
Eswatini,SWZ,2010,48.331,21.8022399292635,7.15,20.87,20.61,459.0,2.0,4.93,56.93670561,89.0,313.0,29.7,4.0,89.0,8.47,89.0,21.6,369.239336,122843.0,5.4,5.6,0.523,11.0,81.8,1590.0,5.33,39.0,5.8389406,64.71782099599137,1.083930396800475,1.5514150914893328,5.661273
Ethiopia,ETH,2010,59.7094,30.721062308711,1.67,23.68,23.6,261.0,162.0,1.34,67.73374413,62.0,4235.0,15.6,243.0,69.0,6.86,61.0,1.7,341.39992,877267.0,11.0,1.7,0.401,8.1,83.2,268.0,8.577655464699909,2.3,5.458041,7.7429366,0.7463801374880042,0.8930249414737731,41.786682
Fiji,FJI,2010,66.7782,12.4149926761009,2.85,24.95,24.66,2.0,0.0,2.25,62.08343533,99.0,0.0,58.7,0.0,99.0,4.23,99.0,0.1,3651.966784,85995.0,4.0,3.7,0.706,14.6,22.2,27.0,10.35,33.3,1.8893675,40.312313,0.0999249390108921,0.1462317827145154,8.298196
Finland,FIN,2010,80.0116,6.99088092919804,10.74,0.95,2.45,89.0,0.0,9.72,591.6691405,83.86914997675701,5.0,6.2,0.0,99.0,9.5,99.0,0.1,4622.41516,5363352.0,0.9,0.8,0.874,16.8,3.0,6.6,10.71,100.0,0.24611469,97.78101,12.242643034602652,17.54661153064657,371.2906
France,FRA,2010,81.4047,13.7778502943804,12.25,10.63,11.49,86.0,3.0,11.7,72.8001211,65.0,5048.0,6.1,3.0,99.0,11.2,99.0,0.1,473.34279,6527512.0,0.6,0.6,0.879,16.0,4.2,9.3,11.34,100.0,0.3111679,98.20785,6.064313094661328,8.525734693412174,3001.2307
Gabon,GAB,2010,64.7148,26.5510702440269,8.91,25.5,25.21,294.0,2.0,8.85,145.318282,67.0,1.0,33.5,3.0,68.0,3.41,67.0,7.0,8754.113376,16421.0,6.5,6.4,0.66,12.5,53.5,559.0,8.76782962962963,80.5,4.150967,64.71782099599137,1.3321728337902603,1.701693772552172,15.767344
Georgia,GEO,2010,71.7318,18.4461840249862,14.84,10.67,9.13,132.0,1.0,7.24,194.1732658,95.0,22.0,52.0,1.0,88.0,1.5,92.0,0.1,2964.47734,3926.0,2.6,2.8,0.738,13.3,14.1,127.0,8.577655464699909,66.2,1.2640036,66.14517,2.190812302911528,3.046849825741228,56.745422
Germany,DEU,2010,80.0814,16.201690204245,12.41,8.19,9.37,76.0,2.0,11.2,7584.078579,88.0,780.0,59.9,3.0,94.0,11.25,95.0,0.1,41785.55691,8177693.0,1.1,1.1,0.907,16.7,4.2,5.5,12.58,100.0,0.34758565,99.88153,7.141628350955304,8.985153939117346,3847.1511
Ghana,GHA,2010,61.2974,47.7510099685389,5.45,28.07,27.71,267.0,40.0,1.69,195.9824626,94.0,641.0,25.5,59.0,94.0,5.33,94.0,1.9,1312.67557,2451214.0,7.1,7.0,0.547,10.5,66.5,183.0,7.66,15.1,4.7342424,24.86189,1.03993638646645,1.0547099822379422,54.776882
Greece,GRC,2010,80.5727,20.2971496759618,8.72,14.97,14.43,76.0,0.0,9.0,3189.754439,95.0,149.0,63.7,0.0,99.0,9.18,99.0,0.1,26917.75898,11121341.0,0.8,0.7,0.859,16.4,3.9,4.6,11.36,100.0,0.3341451,99.35745,0.395898048495895,3.158613547642877,378.43732
Grenada,GRD,2010,74.7308,21.9876650906501,7.55,26.93,26.61,154.0,0.0,7.91,145.8401998,97.0,0.0,43.9,0.0,94.0,6.41,97.0,0.1,7365.666659,13456563.520530397,3.8,3.8,0.0,15.8,15.7,4.3,8.577655464699909,92.7,1.2600007,87.74164,2.9304075077592984,3.683567639880381,1.1745367
Guatemala,GTM,2010,69.885,26.652419867848,2.04,23.38,23.66,196.0,12.0,2.14,443.3248254,94.0,0.0,47.2,14.0,94.0,6.64,94.0,0.4,2825.5247,1463417.0,1.3,1.3,0.602,10.5,34.8,28.0,5.21,38.5,2.8648486,51.67891,9.948565563917835,10.830031129890784,58.23573
Guinea,GIN,2010,56.4305,43.9202562200658,0.31,26.26,25.9,291.0,29.0,0.2,29.74734049,64.0,45.0,2.8,44.0,62.0,4.55,64.0,2.2,438.7513346,179417.0,8.2,8.2,0.38,8.3,122.0,186.0,8.577655464699909,0.8,7.6667433,64.71782099599137,0.8342680960614672,0.8587038026255064,12.349302
Guinea-Bissau,GNB,2010,56.9992,49.400457774959,3.88,28.44,28.02,287.0,4.0,3.21,53.30782696,83.0,26.0,23.1,7.0,82.0,6.7,83.0,5.9,543.957418,155588.0,8.0,7.9,0.405,8.9,114.2,361.0,8.577655464699909,1.1,7.259215,20.731943,1.1341003826086906,1.1579679802193688,1.4218439
Guyana,GUY,2010,66.2043,23.836323399808,5.77,26.51,26.11,221.0,0.0,7.52,48.02859441,95.0,0.0,42.4,1.0,95.0,6.6,95.0,0.4,326.281212,746556.0,5.6,5.3,0.618,10.2,37.3,119.0,9.0,61.3,3.053103,64.71782099599137,2.1713818207609936,2.281753933442251,7.264884
Haiti,HTI,2010,45.5768,18.8313411106541,3.14,24.55,24.58,682.0,23.0,5.76,36.2929176,83.86914997675701,0.0,44.2,58.0,66.0,8.9,66.0,1.9,662.2795182,9999617.0,4.0,4.0,0.47,8.6,136.7,229.0,5.17,3.7,8.157313,64.71782099599137,2.5172948851719195,2.786635275152015,9.076634
Honduras,HND,2010,69.7697,23.6046775290367,3.13,24.57,24.7,156.0,4.0,3.1,302.1057507,97.0,0.0,46.8,5.0,97.0,8.45,97.0,0.4,1932.85829,8194778.0,2.3,2.2,0.606,11.5,24.6,43.0,6.6,42.4,2.0783615,54.0244,3.2442104767581377,3.983317142922459,37.517864
Hungary,HUN,2010,74.5189,20.465784622626,10.84,10.97,11.67,156.0,0.0,10.78,19.22023996,83.86914997675701,0.0,61.7,1.0,99.0,7.85,99.0,0.1,1325.53379,123.0,1.8,1.8,0.817,15.3,6.0,18.0,11.98,100.0,0.50993204,87.011,5.647392168186226,6.076558849279725,277.82706
Iceland,ISL,2010,81.5939,6.51049356186064,7.47,2.27,1.97,53.0,0.0,8.25,6005.575763,83.86914997675701,0.0,58.9,0.0,96.0,8.86,96.0,0.1,41676.44527,31841.0,0.9,0.9,0.894,18.4,2.7,7.9,11.52,100.0,0.21145234,95.507576,2.472593090233636,6.214774775821655,56.386024
India,IND,2010,67.1616,50.1011539510167,4.62,19.46412393162393,19.46826617826618,196.0,1200.0,2.77,57.73359864,38.0,31458.0,15.9,1600.0,76.0,4.28,79.0,0.2,1345.77153,12398691.0,27.0,27.8,0.569,10.4,58.2,276.0,6.59,35.6,4.665404,64.71782099599137,1.4743643854619366,1.9621071913338024,6251.326
Indonesia,IDN,2010,68.3642,20.5957258237696,0.1,26.1,25.94,187.0,138.0,0.08,190.5453646,83.0,18869.0,22.9,167.0,82.0,2.74,81.0,0.3,3113.48635,242524123.0,1.6,1.5,0.656,12.1,33.6,342.0,8.02,40.7,2.7802908,26.807102,0.0985524675975341,0.2307701117335108,1738.3348
Iran,IRN,2010,74.3896,38.3119722581928,1.12,19.32,18.41,16.0,22.0,0.03,0.0,99.0,538.0,53.6,26.0,99.0,8.2,99.0,0.1,8307.809811306384,13456563.520530397,7.8,8.0,0.735,12.9,19.3,18.0,9.15,96.6,1.6524191,92.38762,0.1755656002715473,4.5825374770114085,2430.6875
Iraq,IRQ,2010,68.0924,48.6064935140896,0.24,24.35,23.02,145.0,32.0,0.19,21.82252494,72.0,492.0,55.8,39.0,74.0,3.82,74.0,0.1,452.74948,376271.0,5.3,5.1,0.646,10.4,34.6,45.0,7.43,95.1,2.8629174,54.98614,0.0029792238802569,1.3164232328417886,379.91348
Ireland,IRL,2010,80.5992,10.3475907744569,12.21,19.46412393162393,19.46826617826618,68.0,0.0,11.88,4509.234803,46.0,443.0,58.9,0.0,94.0,8.76,94.0,0.1,48538.58776,456155.0,0.3,0.2,0.907,18.2,4.2,9.8,12.45,100.0,0.35470498,92.05278,1.8544843586488835,5.747161064459396,178.30043
Israel,ISR,2010,81.9742,24.5561552293902,3.16,21.57,20.33,61.0,1.0,2.63,409.4109292,97.0,23.0,63.0,1.0,95.0,7.36,95.0,0.1,3661.994,76236.0,1.2,1.1,0.878,15.7,4.6,5.3,8.76782962962963,100.0,0.36742467,99.64351,0.9316947542657188,2.041593926392961,265.0588
Italy,ITA,2010,82.1319,20.1712406113281,7.22,12.75,13.27,6.0,2.0,6.95,5219.668802,96.0,372.0,61.0,2.0,96.0,9.42,96.0,0.1,35849.37364,59277417.0,0.5,0.5,0.869,16.4,4.0,8.7,10.71,100.0,0.33640003,95.43701,0.5399602943150785,1.3466631519423944,2036.7328
Jamaica,JAM,2010,71.9789,15.5556087039102,3.04,25.22,25.52,138.0,1.0,3.55,396.6270975,94.0,0.0,5.5,1.0,94.0,5.3,94.0,0.5,4682.728424,281721.0,1.8,1.7,0.721,12.7,19.1,5.8,10.33,86.1,1.6310158,64.71782099599137,0.3109677026989647,0.4289245161511555,32.796238
Japan,JPN,2010,82.916,10.8511260577664,6.77,12.14,11.78,62.0,3.0,6.9,863.0061491,83.86914997675701,450.0,26.9,4.0,98.0,9.58,97.0,0.1,4457.67639,1287.0,1.9,1.6,0.879,15.1,3.3,20.0,12.44,100.0,0.23455183,98.13786,0.3886953702666924,0.6858616981666377,5983.7993
Jordan,JOR,2010,73.7973,33.5950845427671,0.48,21.28,19.86,117.0,4.0,0.51,715.9709092,98.0,0.0,61.7,4.0,98.0,8.42,98.0,0.1,3679.19275,718239.0,3.8,3.8,0.739,13.2,18.9,5.8,9.92,99.9,1.7243443,64.038826,0.0408425912360021,0.1634214421316296,89.245705
Kazakhstan,KAZ,2010,68.2575,20.5118750922389,4.2,7.37,7.08,236.0,7.0,6.83,11.1516268,99.0,4.0,49.2,8.0,98.0,4.42,99.0,0.1,97.649972,16321581.0,2.3,2.5,0.763,14.5,20.4,144.0,8.76782962962963,91.5,1.8214662,77.881325,12.133473933800865,15.308764529719037,611.1952
Kenya,KEN,2010,60.9149,23.125672688558,2.51,25.41,25.16,294.0,61.0,1.73,56.58984221,9.0,95.0,18.9,89.0,9.0,3.97,9.0,4.3,967.34773,4135152.0,8.2,8.0,0.523,11.1,53.5,531.0,6.47,7.1,3.6929264,64.71782099599137,0.8913084453474942,1.1354830633363662,67.37207
Kiribati,KIR,2010,65.8595,11.4689883144854,0.65,27.69,27.73,27.0,0.0,0.48,18.21661422,91.0,0.0,75.2,0.0,95.0,1.52,91.0,0.1,1493.1651,12652.0,0.1,0.1,0.584,11.9,58.2,347.0,8.577655464699909,3.2,4.5263624,11.766455,0.4117850230988139,4.417135490967236,0.26245517
Kuwait,KWT,2010,77.4995,61.3527403418571,0.0,27.38,26.36,86.0,1.0,0.01,2009.575605,99.0,13.0,68.4,1.0,98.0,2.76,98.0,0.1,38497.61696,13456563.520530397,3.3,3.2,0.79,13.5,10.7,37.0,6.39,100.0,0.9188635,100.0,0.0333431883436095,1.1017593220572308,392.9641
Kyrgyzstan,KGZ,2010,67.5214,26.5919253330871,6.39,3.02,2.78,199.0,4.0,2.73,0.0,96.0,0.0,4.7,4.0,88.0,6.66,96.0,0.1,8307.809811306384,13456563.520530397,3.2,3.3,0.631,12.2,29.6,120.0,8.76782962962963,71.2,2.6051593,57.597218,7.366258969430124,9.653196100254144,59.42368
Laos,LAO,2010,63.6895,24.2304166685204,10.42,19.46412393162393,19.46826617826618,218.0,10.0,5.95,0.0,74.0,153.0,18.0,13.0,76.0,2.75,74.0,0.3,8307.809811306384,13456563.520530397,9.3,9.5,0.535,9.6,68.0,221.0,8.76782962962963,3.6,5.13789,13.739709,0.6323890543819342,0.7425320913205367,29.250225
Latvia,LVA,2010,73.0285,17.7137997205206,10.99,5.66,6.67,18.0,0.0,9.8,1109.969508,91.0,0.0,58.9,0.0,92.0,6.55,92.0,0.1,11326.21947,297555.0,2.2,2.3,0.815,16.0,7.8,50.0,8.76782962962963,100.0,0.6482582,93.716675,13.123568792140953,15.369032585087712,49.669945
Lebanon,LBN,2010,77.5292,22.0305714387326,1.82,17.06,15.75,94.0,1.0,1.58,805.3956346,81.0,12.0,63.5,1.0,75.0,7.19,81.0,0.1,8763.826274,4337141.0,4.7,4.7,0.752,13.3,12.7,12.0,8.577655464699909,63.38644140290847,1.0810282,45.747997,0.0880615953782576,0.5298980839489604,79.19253
Lesotho,LSO,2010,46.0447,26.338001871042,3.39,12.74,12.28,527.0,4.0,2.71,154.8705998,93.0,2488.0,29.7,6.0,92.0,1.87,93.0,13.4,1173.26212,24551.0,7.2,7.0,0.464,10.9,90.1,1180.0,6.08,30.8,6.586005,18.38572,1.3312532452416614,1.7789943722611812,4.3996096
Liberia,LBR,2010,59.3577,33.6519945022688,3.9,25.78,25.42,272.0,9.0,3.64,41.91052416,47.0,2200.0,24.5,13.0,71.0,11.87,7.0,1.8,327.42597,3948125.0,7.4,7.2,0.403,9.6,104.4,293.0,4.35,0.4,7.173362,64.71782099599137,0.8315597737977993,0.8532803954056919,3.367721
Libya,LBY,2010,72.1963,50.1076375660992,0.007,23.98,23.09,132.0,2.0,0.01,52.50394196,98.0,0.0,59.9,2.0,98.0,3.5,98.0,0.1,1212.56217,13456563.520530397,5.6,5.4,0.755,14.3,16.6,40.0,8.43,63.38644140290847,1.4194129,64.71782099599137,0.1498107062944748,2.227302107880559,263.62225
Lithuania,LTU,2010,73.1962,13.8485379434341,14.05,19.46412393162393,19.46826617826618,188.0,0.0,12.9,1423.802386,94.0,2.0,6.0,0.0,95.0,7.9,95.0,0.1,11984.86857,397282.0,2.8,2.8,0.824,16.8,6.0,64.0,8.76782962962963,100.0,0.48908287,82.49667,14.208937362445496,17.18597938767053,66.19811
Luxembourg,LUX,2010,80.0987,13.0161727518124,12.13,8.76,9.79,73.0,0.0,11.36,2267.252192,94.0,0.0,59.2,0.0,96.0,7.68,99.0,0.1,14965.361,56953.0,0.9,0.9,0.884,13.7,2.8,6.6,11.33,100.0,0.23295636,99.82291,4.227341632208045,6.982901648642288,50.115738
Madagascar,MDG,2010,62.5967,14.5239072617107,1.06,22.98,22.7,248.0,32.0,1.03,76.60442169,7.0,1.0,18.0,45.0,7.0,4.86,7.0,0.5,412.739341,2115164.0,7.6,7.5,0.503,10.2,70.7,241.0,8.577655464699909,1.0,4.7826552,13.657627,0.8636966993312818,1.301604300901446,10.197317
Malawi,MWI,2010,57.787,24.3489614356053,3.57,23.08,22.63,462.0,35.0,1.08,9.728005297,93.0,118712.0,17.6,54.0,86.0,1.5,93.0,13.7,458.8681744,1516795.0,6.8,6.7,0.43,10.2,83.0,338.0,5.01,2.3,5.1965938,11.062706,1.1253415083949163,1.6504754786128415,9.427578
Malaysia,MYS,2010,75.3761,17.5673365579308,0.6,26.43,26.26,131.0,3.0,0.49,65.56659662,96.0,73.0,35.3,4.0,96.0,3.99,96.0,0.1,971.356987,28112289.0,8.2,8.0,0.764,12.8,8.1,75.0,10.89,97.6,0.69451296,93.31696,0.4264726871937513,0.5663486337604436,932.97424
Maldives,MDV,2010,76.7556,13.4528363324173,1.56,28.12,28.05,73.0,0.0,1.83,91.13971812,97.0,0.0,22.1,0.0,97.0,7.93,96.0,0.1,633.79498,367.0,14.0,14.1,0.653,11.6,13.8,32.0,8.76782962962963,93.0,1.1948164,64.71782099599137,0.0847131138164174,0.2980000476941579,4.528709
Mali,MLI,2010,55.9931,67.7178277488734,3.4,29.75,29.33,273.0,54.0,0.6,9.585584394,72.0,1719.0,2.7,91.0,77.0,6.35,73.0,1.5,78.377632,157585.0,8.8,8.5,0.396,7.3,133.9,63.0,2.14,0.9,7.825264,64.71782099599137,0.6743111986284882,0.6940373500155922,11.761088
Malta,MLT,2010,81.3977,17.06318547053,6.91,19.85,19.73,62.0,0.0,7.91,278.0687051,75.0,0.0,67.6,0.0,76.0,8.3,76.0,0.1,2187.79469,41458.0,0.8,0.7,0.819,14.6,6.9,8.0,11.06,100.0,0.5993437,99.984024,0.5759674674222062,2.1921019101858232,30.380507
Mauritania,MRT,2010,65.6606,72.922833397118,0.0,29.48,28.98,214.0,8.0,0.01,8.353074798,64.0,1292.0,27.4,12.0,52.0,3.28,64.0,1.2,123.383675,369543.0,8.7,8.5,0.484,7.6,56.1,135.0,8.76782962962963,41.5,4.145585,64.71782099599137,0.5580627678510021,0.5848426707677786,8.872325
Mauritius,MUS,2010,73.6475,9.39539257571533,7.67,23.73,23.52,163.0,0.0,2.95,0.108055973,99.0,12.0,3.7,0.0,99.0,5.29,99.0,0.2,8.376432,1254.0,7.2,7.2,0.74,14.0,14.8,12.0,9.44,97.5,1.2762659,64.71782099599137,3.9102730285710168,4.843591019375223,21.066702
Mexico,MEX,2010,73.7181,19.6596319675283,5.23,20.78,21.24,127.0,35.0,5.21,1033.039737,93.0,0.0,6.1,40.0,95.0,6.39,95.0,0.1,8959.581416,117318941.0,1.6,1.6,0.739,12.5,19.1,22.0,9.18,85.0,1.6396735,41.349667,2.9228768139833567,3.302165290256266,2125.4536
Moldova,MDA,2010,69.8759,20.4084787372334,11.43,10.89,11.07,219.0,1.0,8.25,0.0,98.0,0.0,5.4,1.0,97.0,12.8,9.0,0.1,8307.809811306384,13456563.520530397,2.8,3.0,0.6598513368983958,12.4773440285205,16.9,116.0,8.76782962962963,91.4,1.4635082,62.351955,15.162471948851936,16.33393704299304,34.161934
Mongolia,MNG,2010,67.1004,27.9160191026285,7.76,-0.12,0.62,25.0,1.0,5.8,22.31624272,96.0,7.0,46.9,2.0,96.0,4.7,96.0,0.1,265.353659,271265.0,2.2,2.3,0.693,14.3,26.3,428.0,8.76782962962963,35.1,2.2119498,28.695032,19.46844763835597,20.34159874500305,49.192204
Montenegro,MNE,2010,75.7125,24.0263937599847,10.4,9.71,10.1,115.0,0.0,6.56,635.4849381,9.0,5.0,59.1,0.0,93.0,6.9,94.0,0.1,6682.281158,619428.0,2.0,2.0,0.787,15.0,6.6,20.0,8.577655464699909,63.3,0.5711599,84.26259,1.6678356500999303,1.8825539959737456,16.806063
Morocco,MAR,2010,70.8211,27.0346621884598,0.5,19.46412393162393,19.46826617826618,11.0,20.0,0.56,183.6592186,98.0,633.0,53.6,23.0,99.0,5.86,99.0,0.1,2834.2472,3249639.0,6.3,6.2,0.603,10.7,31.1,101.0,5.27,96.5,2.6808612,53.51767,0.1338867070283097,1.5391203706143015,194.95639
Mozambique,MOZ,2010,55.0397,20.9810311228238,1.23,24.78,24.42,47.0,69.0,0.96,5.743393664,74.0,2321.0,2.5,98.0,73.0,5.38,74.0,10.8,419.2258149,2422145.0,3.7,3.6,0.39,9.3,95.0,357.0,2.03,3.1,7.0968933,64.71782099599137,1.4704729072798086,1.7288356460632228,54.35235
Myanmar,MMR,2010,63.4791,34.3133485983332,1.1,24.44,23.94,29.0,49.0,0.3,17.48293752,92.0,190.0,19.8,65.0,9.0,1.92,9.0,0.5,987.7365832,5155896.0,13.1,13.3,0.515,8.8,63.2,500.0,8.577655464699909,9.6,4.8455224,43.159233,10.146172073018688,10.268819339262944,68.4995
Namibia,NAM,2010,56.0935,21.7959533803297,4.96,19.46412393162393,19.46826617826618,299.0,3.0,7.58,719.5535161,83.0,3138.0,31.8,4.0,83.0,7.89,83.0,6.2,5191.58381,217317.0,1.4,1.4,0.604,11.4,50.8,892.0,8.76782962962963,40.8,3.6923091,64.71782099599137,0.9825327178404089,1.3421974576430369,18.546684
Nepal,NPL,2010,66.7724,48.378383727955,0.95,14.94,14.41,178.0,23.0,0.24,84.62302524,82.0,190.0,16.4,30.0,83.0,6.43,82.0,0.2,592.1835216,2723137.0,16.7,17.2,0.515,11.1,48.3,311.0,4.44,21.3,3.8158824,29.358671,0.4032565267304102,0.7227661016072806,23.594429
